0, 1712.4, 2124.03
1, 1562.71, 1996.42
2, 1562.71, 1915.37
3, 1466.89, 1836.53
4, 1466.2, 1784.87
5, 1455.0, 1739.85
6, 1372.22, 1704.67
7, 1389.57, 1677.53
8, 1359.24, 1648.35
9, 1325.59, 1622.13
10, 1316.79, 1587.42
11, 1307.12, 1555.32
12, 1299.07, 1521.01
13, 1299.07, 1482.7
14, 1288.28, 1435.13
15, 1221.84, 1392.66
16, 1221.84, 1338.99
17, 1177.91, 1327.71
18, 1177.91, 1326.29
19, 1128.45, 1313.3
20, 1089.23, 1284.14
21, 1059.54, 1256.62
22, 1020.98, 1214.93
23, 1020.98, 1175.05
24, 1015.45, 1151.07
25, 996.08, 1129.47
26, 983.48, 1081.31
27, 970.86, 1058.86
28, 959.19, 1052.27
29, 959.19, 1043.32
30, 944.55, 1025.33
31, 939.26, 1021.81
32, 937.87, 1005.49
33, 937.56, 994.54
34, 924.63, 979.73
35, 919.34, 977.44
36, 913.73, 973.41
37, 913.73, 978.49
38, 912.62, 976.63
39, 909.35, 949.03
40, 909.35, 937.66
41, 901.95, 937.99
42, 901.95, 936.65
43, 901.95, 948.18
44, 901.95, 953.28
45, 899.58, 958.4
46, 894.57, 970.76
47, 894.57, 933.26
48, 894.57, 927.95
49, 893.31, 930.64
50, 893.31, 949.49
51, 890.5, 956.0
52, 890.5, 956.78
53, 890.5, 938.46
54, 890.5, 929.11
55, 890.5, 928.47
56, 890.5, 906.28
57, 890.5, 913.31
58, 890.5, 916.49
59, 890.5, 909.53
60, 890.5, 913.29
61, 890.5, 913.48
62, 888.09, 909.41
63, 888.09, 908.05
64, 888.09, 915.45
65, 888.09, 924.99
66, 888.09, 938.91
67, 888.09, 942.34
68, 888.09, 912.37
69, 888.09, 909.24
70, 888.09, 910.84
71, 888.09, 912.94
72, 888.09, 910.34
73, 888.09, 911.86
74, 888.09, 909.11
75, 888.09, 909.87
76, 888.09, 907.3
77, 888.09, 909.12
78, 888.09, 909.38
79, 888.09, 915.58
80, 888.09, 911.44
81, 888.09, 911.15
82, 888.09, 906.32
83, 888.09, 909.96
84, 888.09, 910.48
85, 888.09, 906.24
86, 888.09, 907.99
87, 888.09, 905.26
88, 888.09, 908.41
89, 888.09, 909.07
90, 888.09, 905.58
91, 888.09, 906.79
92, 888.09, 911.41
93, 888.09, 908.32
94, 888.09, 913.86
95, 888.09, 906.15
96, 888.09, 906.12
97, 888.09, 915.18
98, 888.09, 907.62
99, 888.09, 909.26
100, 888.09, 907.61
101, 888.09, 904.25
102, 888.09, 903.84
103, 888.09, 906.88
104, 888.09, 911.34
105, 888.09, 908.97
106, 888.09, 908.72
107, 888.09, 906.82
108, 888.09, 910.35
109, 888.09, 910.33
110, 888.09, 906.62
111, 888.09, 909.63
112, 888.09, 907.86
113, 888.09, 908.52
114, 888.09, 909.49
115, 888.09, 912.88
116, 888.09, 915.49
117, 888.09, 911.48
118, 888.09, 907.82
119, 888.09, 909.49
120, 888.09, 908.28
121, 888.09, 906.24
122, 888.09, 907.6
123, 888.09, 908.24
124, 888.09, 909.46
125, 888.09, 908.08
126, 888.09, 905.37
127, 888.09, 908.07
128, 888.09, 907.7
129, 888.09, 911.24
130, 888.09, 905.06
131, 888.09, 906.86
132, 888.09, 910.05
133, 888.09, 910.89
134, 888.09, 914.75
135, 888.09, 912.88
136, 888.09, 905.05
137, 888.09, 910.09
138, 888.09, 912.78
139, 888.09, 905.14
140, 888.09, 907.34
141, 888.09, 910.36
142, 888.09, 908.03
143, 888.09, 904.47
144, 888.09, 903.65
145, 888.09, 912.24
146, 888.09, 909.39
147, 888.09, 907.65
148, 888.09, 910.03
149, 888.09, 906.95
150, 888.09, 905.29
151, 888.09, 909.57
152, 888.09, 914.0
153, 888.09, 910.34
154, 888.09, 905.43
155, 888.09, 914.41
156, 888.09, 909.05
157, 888.09, 908.03
158, 888.09, 906.37
159, 888.09, 907.26
160, 888.09, 910.27
161, 888.09, 907.9
162, 888.09, 908.82
163, 888.09, 907.25
164, 888.09, 907.76
165, 888.09, 907.99
166, 888.09, 906.5
167, 888.09, 911.87
168, 888.09, 906.73
169, 888.09, 906.1
170, 888.09, 907.65
171, 888.09, 909.94
172, 888.09, 909.76
173, 888.09, 910.56
174, 888.09, 907.12
175, 888.09, 912.66
176, 888.09, 908.65
177, 888.09, 906.64
178, 888.09, 909.27
179, 888.09, 909.76
180, 888.09, 910.59
181, 888.09, 909.06
182, 888.09, 912.83
183, 888.09, 907.64
184, 888.09, 906.88
185, 888.09, 909.34
186, 888.09, 903.26
187, 888.09, 910.35
188, 888.09, 907.3
189, 888.09, 912.58
190, 888.09, 913.02
191, 888.09, 908.19
192, 888.09, 904.24
193, 888.09, 906.45
194, 888.09, 906.78
195, 888.09, 910.11
196, 888.09, 907.86
197, 888.09, 907.83
198, 888.09, 907.98
199, 888.09, 906.07
200, 888.09, 908.79
201, 888.09, 913.27
202, 888.09, 909.89
203, 888.09, 906.97
204, 888.09, 909.23
205, 888.09, 909.6
206, 888.09, 910.07
207, 888.09, 908.5
208, 888.09, 910.3
209, 888.09, 905.88
210, 888.09, 908.58
211, 888.09, 907.14
212, 888.09, 909.06
213, 888.09, 908.86
214, 888.09, 909.9
215, 888.09, 906.88
216, 888.09, 912.46
217, 888.09, 908.19
218, 888.09, 906.7
219, 888.09, 910.89
220, 888.09, 907.06
221, 888.09, 909.79
222, 888.09, 909.69
223, 888.09, 910.88
224, 888.09, 910.17
225, 888.09, 911.92
226, 888.09, 909.81
227, 888.09, 911.85
228, 888.09, 914.71
229, 888.09, 910.52
230, 888.09, 911.64
231, 888.09, 910.12
232, 888.09, 913.24
233, 888.09, 904.88
234, 888.09, 911.04
235, 888.09, 908.16
236, 888.09, 904.85
237, 888.09, 908.71
238, 888.09, 909.8
239, 888.09, 903.73
240, 888.09, 911.89
